RUBRO;SUB_RUBRO;MARCA;MARCA_APERNET_ID;SUCURSAL;SUCURSAL_APERNET_ID;CALLE;NRO;LOCALIDAD;LATITUD;LONGITUD;LOCALIDAD_ZONAL;LOCALIDAD_ZONA
Gastronomía;Restaurantes;Aoky Sushi;45484;Aoky Sushi - Villa del Parque;56330;Cuenca;2796;VILLA DEL PARQUE;-34,60394;-58,49554;CABA OESTE;CABA
Automotor;Estacionamientos;Apart Car;113910;Apart Car Recoleta I;125968;LIBERTAD;1058;RETIRO;-34,59622;-58,38431;CABA SUR;CABA
Automotor;Estacionamientos;Apart Car;113910;Apart Car Once Larrea;125965;LARREA;548;BALVANERA;-34,60279;-58,40234;CABA OESTE;CABA
Automotor;Estacionamientos;Apart Car;113910;Apart Car Petrona;125957;A MOREAU DE JUSTO;1500;MONSERRAT;-34,61552;-58,36573;CABA SUR;CABA
Automotor;Estacionamientos;Apart Car;113910;Apart Car Microcentro II;125960;SUIPACHA;125;RETIRO;-34,60678;-58,37915;CABA SUR;CABA
Automotor;Estacionamientos;Apart Car;113910;Apart Car Azucena;125956;A MOREAU DE JUSTO;1300;MONSERRAT;-34,61384;-58,36591;CABA SUR;CABA
Automotor;Estacionamientos;Apart Car;113910;Apart Car Palermo II;125967;AV SARMIENTO;2720;BALVANERA;-34,5797;-58,41962;CABA OESTE;CABA
Automotor;Estacionamientos;Apart Car;113910;Estacionamiento Teatro San Martin CCGSM;125952;DOMINGO F SARMIENTO;1537;MONSERRAT;-34,6053;-58,38848;CABA SUR;CABA
Automotor;Estacionamientos;Apart Car;113910;Apart Car Monserrat;125961;AV BELGRANO;1216;BALVANERA;-34,61336;-58,38353;CABA OESTE;CABA
Automotor;Estacionamientos;Apart Car;113910;Apart Car Nuñez II;125964;BLANCO ENCALADA;1651;BELGRANO;-34,55491;-58,45196;CABA NORTE;CABA
Automotor;Estacionamientos;Apart Car;113910;Apart Car Congreso II;125955;B MITRE;1490;BOEDO;-34,60775;-58,38738;CABA OESTE;CABA
Automotor;Estacionamientos;Apart Car;113910;Apart Car Lavalle;125966;GRAL JUAN LAVALLE;2454;BALVANERA;-34,60354;-58,40155;CABA OESTE;CABA
Automotor;Estacionamientos;Apart Car;113910;Apart Car Monserrat II;125963;LIMA;539;MONSERRAT;-34,61474;-58,38177;CABA SUR;CABA
Automotor;Estacionamientos;Apart Car;113910;Estacionamiento Clinicas;125953;AV CORDOBA;2141;RECOLETA;-34,59957;-58,39783;CABA SUR;CABA
Automotor;Estacionamientos;Apart Car;113910;Apart Car Congreso III;125962;URUGUAY;270;MONSERRAT;-34,60572;-58,38654;CABA SUR;CABA
Automotor;Estacionamientos;Apart Car;113910;Apart Car Trinidad;125971;SINCLAIR;2931;PALERMO;-34,57597;-58,42391;CABA NORTE;CABA
Automotor;Estacionamientos;Apart Car;113910;Apart Car Rosario;125959;A MOREAU DE JUSTO;1600;RETIRO;-34,61636;-58,36565;CABA SUR;CABA
Automotor;Estacionamientos;Apart Car;113910;Apart Car Congreso I;125954;DR A ALSINA;1701;MONSERRAT;-34,61132;-58,39054;CABA SUR;CABA
Automotor;Estacionamientos;Apart Car;113910;Brewda Patricios;126254;AV REGIMIENTO DE PATRICIOS;1107;BARRACAS;-34,64033;-58,36935;CABA SUR;CABA
Automotor;Estacionamientos;Apart Car;113910;Apart Car Recoleta II;125969;GRAL M DE AZCUENAGA;1048;RECOLETA;-34,59593;-58,40005;CABA SUR;CABA
Automotor;Estacionamientos;Apart Car;113910;Apart Car Marie;125958;A MOREAU DE JUSTO;1700;RETIRO;-34,6172;-58,36556;CABA SUR;CABA
Automotor;Estacionamientos;Apart Car;113910;Apart Car Retiro;125970;SAN MARTIN;940;RETIRO;-34,59697;-58,3743;CABA SUR;CABA
Viajes y Turismo;Hoteles;Apart Hotel Andorra;5893;Valeria del Mar;14301;Avenida Espora;562;VALERIA DEL MAR;-37,14349;-56,884;INTERIOR;INTERIOR
Viajes y Turismo;Hoteles;Apart Hotel Bungalows El Viejo Cipres;3073;Río Negro;8220;Av. Bustillo;6346;SAN CARLOS DE BARILOCHE;-41,12022;-71,37994;INTERIOR;INTERIOR
Entretenimiento;Parques y Juegos;Aquopolis;37140;Aquopolis - MAR DEL PLATA;47143;Edison y Calle 10;;MAR DEL PLATA;-34,5419;-58,58757;INTERIOR;INTERIOR
Gastronomía;Restaurantes;Aquí me quedo;4937;San Telmo;11987;Chile;346;SAN TELMO;-34,61598;-58,37108;CABA SUR;CABA
Gastronomía;Restaurantes;Ara Cocina al Disco;7869;Ara Cocina al Disco-Cañuelas;17870;Lara;638;CAÑUELAS;-35,05545;-58,76092;INTERIOR;INTERIOR
Gastronomía;Delivery;Arami Sushi;36160;Arami Sushi-Ramos Mejia;46420;Espora;383;RAMOS MEJIA;-34,64486;-58,56976;MATANZA;GBA Oeste
Moda;Niños;ARCHIE REITON;116047;ARCHIE 3;126056;DOMINGO F SARMIENTO;1887;ROSARIO;-32,9593;-60,64141;INTERIOR;INTERIOR
Moda;Niños;ARCHIE REITON;116047;ARCHIE 2;126055;DOMINGO F SARMIENTO;859 (LOCAL 31);ROSARIO;-32,94717;-60,63839;INTERIOR;INTERIOR
Moda;Niños;ARCHIE REITON;116047;ARCHIE 4;126057;BV N OROÑO;5950 (LCAL 50);ROSARIO;-33,00694;-60,66468;INTERIOR;INTERIOR
Moda;Niños;ARCHIE REITON;116047;ARCHIE 7;126060;SANTA FE;1759 (LOCAL 10);FUNES;-32,91795;-60,81224;INTERIOR;INTERIOR
Moda;Niños;ARCHIE REITON;116047;ARCHIE 5;126058;MENDOZA;6216;ROSARIO;-32,94019;-60,70707;INTERIOR;INTERIOR
Moda;Niños;ARCHIE REITON;116047;ARCHIE 6;126059;MENDOZA;3938;ROSARIO;-32,94473;-60,67817;INTERIOR;INTERIOR
Moda;Niños;ARCHIE REITON;116047;ARCHIE 1;126062;NANSEN;323;ROSARIO;-32,90923;-60,68615;INTERIOR;INTERIOR
Moda;Niños;ARCHIE REITON;116047;ARCHIE 8;126061;GRAL MITRE;830 (LOCAL 5 Y 6);ROSARIO;-32,94666;-60,63947;INTERIOR;INTERIOR
Hogar;Colchones;Arco Iris;1884;Belgrano;5311;Av. Cabildo;3426;BELGRANO;-34,55138;-58,46629;CABA NORTE;CABA
Hogar;Colchones;Arco Iris;1884;Vicente López;5315;Av. Maipú;635;VICENTE LOPEZ;-34,53223;-58,47916;VICENTE LOPEZ;GBA Norte
Hogar;Colchones;Arco Iris;1884;Lujan;10456;Mitre;301;LUJAN;-34,4233;-58,73099;INTERIOR;INTERIOR
Hogar;Colchones;Arco Iris;1884;Zarate;7028;Romulo Noya;701;ZARATE;-34,09824;-59,02168;INTERIOR;INTERIOR
Hogar;Colchones;Arco Iris;1884;Belgrano;5318;Juramento;2532;BELGRANO;-34,56276;-58,45797;CABA NORTE;CABA
Hogar;Colchones;Arco Iris;1884;Palermo;5312;Darregueyra;2488;PALERMO;-34,58001;-58,42374;CABA NORTE;CABA
Hogar;Colchones;Arco Iris;1884;CAMPANA;10887;Ameghino;587;CAMPANA COUNTRIES;-34,17014;-58,95486;INTERIOR;INTERIOR
Hogar;Colchones;Arco Iris;1884;Martínez;5319;Alvear;100;MARTINEZ;-34,48896;-58,4994;SAN ISIDRO;GBA Norte
Hogar;Colchones;Arco Iris;1884;General Rodríguez;5306;San Martín;156;GENERAL RODRIGUEZ;-34,60767;-58,95139;MORENO / GRAL RODRIGUEZ / LUJAN;GBA Oeste
Hogar;Colchones;Arco Iris;1884;Villa Ortuzar;5303;Av. Triunvirato;3811;VILLA ORTUZAR;-34,58054;-58,47495;CABA OESTE;CABA
Hogar;Colchones;Arco Iris;1884;Balvanera;6710;Av. Rivadavia;2582;BALVANERA;-34,60995;-58,40303;CABA OESTE;CABA
Hogar;Colchones;Arco Iris;1884;Recoleta;5314;Juncal;1769;RECOLETA;-34,59388;-58,39259;CABA SUR;CABA
Hogar;Colchones;Arco Iris;1884;Palermo;5339;Av. Coronel Díaz;1780;PALERMO;-34,59061;-58,41143;CABA NORTE;CABA
Hogar;Colchones;Arco Iris;1884;San Nicolás;5317;Av. Callao;559;SAN NICOLAS;-34,60247;-58,3925;CABA SUR;CABA
Hogar;Colchones;Arco Iris;1884;Liniers;5302;Av. Rivadavia;11099;LINIERS;-34,63894;-58,52126;CABA OESTE;CABA
Hogar;Colchones;Arco Iris;1884;Balvanera;5316;Av. Corrientes;3002;BALVANERA;-34,60427;-58,40783;CABA OESTE;CABA
Hogar;Colchones;Arco Iris;1884;San Isidro;5320;Rivadavia;186;SAN ISIDRO;-34,47154;-58,51181;SAN ISIDRO;GBA Norte
Viajes y Turismo;Hoteles;Argentino Hotel;6305;Mar del Plata;15305;Belgrano;2225;MAR DEL PLATA;-38,00293;-57,54433;INTERIOR;INTERIOR
Gastronomía;Restaurantes;Arias;7714;Arias- Nuñez;17715;11 de Septiembre;4502;NUÑEZ;-34,53883;-58,4664;CABA NORTE;CABA
Gastronomía;Delivery;Armá tu Pizza;6384;Belgrano;15540;Arcos;2553;BELGRANO;-34,55611;-58,45749;CABA NORTE;CABA
Gastronomía;Delivery;Armá tu Pizza;6384;Palermo;15589;Gallo;1425;RECOLETA;-34,5937;-58,41019;CABA SUR;CABA
Moda;Indumentaria;Arrabiata;113672;ARRABIATA;123689;GRAL FELIX DE OLAZABAL;889;ITUZAINGO;-34,65701;-58,66822;MORON / ITUZAINGO / HURLINGHAM / MERLO;GBA Oeste
Gastronomía;Restaurantes;Arte de Mafia;6325;Palermo;15357;El Salvador;4975;PALERMO;-34,58755;-58,42987;CABA NORTE;CABA
Hogar;Decoración;Artelamp;6415;Belgrano;15721;Echeverria;2576;BELGRANO;-34,56398;-58,45751;CABA NORTE;CABA
Hogar;Decoración;Artelamp;6415;Palermo;15723;Malabia;1299;PALERMO;-34,59297;-58,43029;CABA NORTE;CABA
Hogar;Decoración;Artelamp;6415;Flores;15722;Ramón Falcón;2341;FLORES;-34,62981;-58,46131;CABA OESTE;CABA
Hogar;Decoración;Artelamp;6415;Belgrano;15725;Av. Luis Maria Campos;1302;BELGRANO;-34,56462;-58,44132;CABA NORTE;CABA
Hogar;Decoración;Artelamp;6415;Belgrano;15720;Echeverria;2808;BELGRANO;-34,56518;-58,45962;CABA NORTE;CABA
Hogar;Decoración;Artelamp;6415;Recoleta;15724;Marcelo. T de Alvear;1279;RECOLETA;-34,59694;-58,38534;CABA SUR;CABA
Compras;Regalos;Artentino Diseño;84;Artentino - Tortugas Mall;19904;Panamericana;km 36,5;TORTUGUITAS;-34,45314;-58,73144;SAN MIGUEL - JOSE C PAZ - MALVINAS;GBA Oeste
Compras;Regalos;Artentino Diseño;84;Artentino - San Nicolas;4945;Carlos Pellegrini;655;SAN NICOLAS;-34,60073;-58,38113;CABA SUR;CABA
Compras;Regalos;Artentino Diseño;84;Artentino - Congreso;250;Callao;515;BALVANERA;-34,60298;-58,3924;CABA OESTE;CABA
Compras;Regalos;Artentino Diseño;84;Microcentro;251;Avenida de Mayo;933;MONSERRAT;-34,60892;-58,37968;CABA SUR;CABA
Compras;Regalos;Artentino Diseño;84;Artentino - Palermo;246;Scalabrini Ortiz;2180;PALERMO;-34,58743;-58,41963;CABA NORTE;CABA
Compras;Regalos;Artentino Diseño;84;Artentino - Alto Avellaneda Shopping Mall;4177;Guemes;897;AVELLANEDA;-34,69241;-58,38732;LANUS / AVELLANEDA;GBA Sur
Compras;Regalos;Artentino Diseño;84;Artentino - Abasto Shopping;8270;Av. Corrientes;3247;BALVANERA;-34,60404;-58,41099;CABA OESTE;CABA
Compras;Regalos;Artentino Diseño;84;Artentino - Florida;40321;Peatonal Florida;670;MONSERRAT;-34,60297;-58,37738;CABA SUR;CABA
Compras;Regalos;Artentino Diseño;84;Artentino - Unicenter Shopping;9821;Paraná;3745;MARTINEZ;-34,50877;-58,52176;SAN ISIDRO;GBA Norte
Compras;Regalos;Artentino Diseño;84;Artentino - Alto Palermo;4652;Av. Santa Fe;3253;PALERMO;-34,58848;-58,41092;CABA NORTE;CABA
Compras;Regalos;Artentino Diseño;84;Quilmes;783;Alsina;110;QUILMES;-34,72216;-58,25956;QUILMES / FCIO VARELA / BERAZATEGUI;GBA Sur
Compras;Regalos;Artentino Diseño;84;Artentino - Retiro;243;Viamonte;496;RETIRO;-34,5998;-58,37401;CABA SUR;CABA
Compras;Regalos;Artentino Diseño;84;Artentino - Olivos;782;Av. Maipú;2810;OLIVOS;-34,50987;-58,49134;VICENTE LOPEZ;GBA Norte
Viajes y Turismo;Asistencia al Viajero;ASSIST CARD;112880;Jhabibi;123604;HUMBERTO PRIMO;527;SAN TELMO;-34,62063;-58,37329;CABA SUR;CABA
Viajes y Turismo;Asistencia al Viajero;ASSIST CARD;112880;ASSIST CARD - Monserrat;123600;Suipacha;1109;MONSERRAT;-34,59498;-58,38214;CABA SUR;CABA
Hogar;Equipamiento;Atenea;906;Nuñez;9796;Av. del Libertador;7770;NUÑEZ;-34,5429;-58,46179;CABA NORTE;CABA
Hogar;Equipamiento;Atenea;906;Canning;9798;Mariano Castex;107;CANNING;-34,87123;-58,50254;LOMAS / ALMTE. BROW / ESTEBAN ECHEVERRIA / EZEIZA;GBA Sur
Hogar;Equipamiento;Atenea;906;Adrogué;3084;Av. Hipólito Yrigoyen;13480;ADROGUE;-34,81187;-58,39956;LOMAS / ALMTE. BROW / ESTEBAN ECHEVERRIA / EZEIZA;GBA Sur
Hogar;Equipamiento;Atenea;906;Adrogué;9797;Av. Hipólito Yrigoyen;13536;ADROGUE;-34,81242;-58,3991;LOMAS / ALMTE. BROW / ESTEBAN ECHEVERRIA / EZEIZA;GBA Sur
Entretenimiento;Cines;Atlas Cines;5656;Parque Chacabuco;13672;Rivera Indarte;44;PARQUE CHACABUCO;-34,62939;-58,46249;CABA OESTE;CABA
Entretenimiento;Cines;Atlas Cines;5656;San Nicolas;13673;Posadas;1245;SAN NICOLAS;-34,58924;-58,38416;CABA SUR;CABA
Entretenimiento;Cines;Atlas Cines;5656;Avellaneda;13674;Güemes;897;AVELLANEDA;-34,69241;-58,38732;LANUS / AVELLANEDA;GBA Sur
Entretenimiento;Cines;Atlas Cines;5656;Atlas Cines - Palermo;18942;Jeronimo Salguero;3172;PALERMO;-34,57561;-58,40401;CABA NORTE;CABA
Cuidado Personal;Centros de Estética;Aubone Spa Medico;2134;Aubone Spa Medico;5966;Avellaneda;1222;MAR DEL PLATA;-38,01766;-57,54206;INTERIOR;INTERIOR
Heladerías;Heladerías;Augustus;5109;Mar del Plata;12350;Leandro Alem;3570;MAR DEL PLATA;-38,02647;-57,5349;INTERIOR;INTERIOR
Heladerías;Heladerías;Augustus;5109;Mar del Plata;12370;Av. Colón;1658;MAR DEL PLATA;-38,00831;-57,54068;INTERIOR;INTERIOR
Automotor;Otros;AUTO GAS GNC;116040;AUTOGAS GNC;126050;REP DE SIRIA;4513;SANTA FE;-31,62701;-60,69682;INTERIOR;INTERIOR
Automotor;Otros;AUTOESCUELA SV;116010;AUTOESCUELA ROSARIO;126037;PRES GRAL J A ROCA;1518;ROSARIO;-32,95411;-60,64714;INTERIOR;INTERIOR
Automotor;Otros;AUTOESCUELA SV;116010;AUTOESCUELA PARANA;126039;AV. ALMAFUERTE;64;PARANA;-31,74345;-60,51908;INTERIOR;INTERIOR
Automotor;Otros;AUTOESCUELA SV;116010;AUTOESCUELA SANTA FE 2;126036;AV DR F DE ZUVIRIA;6393;SANTA FE;-31,60755;-60,70363;INTERIOR;INTERIOR
Automotor;Otros;AUTOESCUELA SV;116010;AUTOESCUELA ESPERANZA;126038;1 DE MAYO;2114;ESPERANZA;-31,4505;-60,92508;INTERIOR;INTERIOR
Automotor;Otros;AUTOESCUELA SV;116010;AUTOESCUELA SANTA FE1;126035;1 DE MAYO;2777;SANTA FE;-31,64299;-60,70941;INTERIOR;INTERIOR
Entretenimiento;Parques y Juegos;Aventura Center;5437;Plaza Oeste Shopping;13136;Av. Juan Manuel de Rosas;658;MORON;-34,63491;-58,62851;MORON / ITUZAINGO / HURLINGHAM / MERLO;GBA Oeste
Entretenimiento;Parques y Juegos;Aventura Center;5437;Tucumán;13138;Fermin Cariola;42;YERBA BUENA;-26,82099;-65,2659;INTERIOR;INTERIOR
Entretenimiento;Parques y Juegos;Aventura Center;5437;El Portal de Rosario;13143;Nansen;323;ROSARIO;-32,90916;-60,68346;INTERIOR;INTERIOR
Entretenimiento;Parques y Juegos;Aventura Center;5437;Unicenter Shopping;13130;Paraná;3717;MARTINEZ;-34,50879;-58,52174;SAN ISIDRO;GBA Norte
Entretenimiento;Parques y Juegos;Aventura Center;5437;Trelew;13137;Hipolito Yrigoyen y ruta provincial nº7;;TRELEW;-43,24913;-65,3074;INTERIOR;INTERIOR
Entretenimiento;Parques y Juegos;Aventura Center;5437;Parque Brown;13133;Av. Francisco Fernandez de la Cruz;4602;VILLA LUGANO;-34,68333;-58,46667;CABA OESTE;CABA
Entretenimiento;Parques y Juegos;Aventura Center;5437;Quilmes;13134;Calchaquí;3950;QUILMES;-34,7597;-58,27878;QUILMES / FCIO VARELA / BERAZATEGUI;GBA Sur
Moda;Niños;AVENTURA INDUMENTARIA INFANTIL;116443;AVENTURA;126480;AV SAN MARTIN;89;PLOTTIER;-38,953;-68,2475;INTERIOR;INTERIOR
Cuidado Personal;Centros de Estética;Awa Estética Urbana;1314;Villa Urquiza;3961;Franklin D. Roosevelt;4985;VILLA URQUIZA;-34,57294;-58,48592;CABA NORTE;CABA
Automotor;Otros;AXION;34615;OESER SA;123833;AV P LURO;6130;MAR DEL PLATA;-37,988;-57,565;INTERIOR;INTERIOR
Automotor;Otros;AXION;34615;EMFACO SA - Barcala Gaona;122027;AV. GAONA Y BARCALA;;ITUZAINGO;-34,63467;-58,66777;MORON / ITUZAINGO / HURLINGHAM / MERLO;GBA Oeste
Automotor;Otros;AXION;34615;Transportes Rosania - Ex DATRI B - sucesor de 198608;56366;AV E PERON;4199;TEMPERLEY;-34,75489;-58,34815;LOMAS / ALMTE. BROW / ESTEBAN ECHEVERRIA / EZEIZA;GBA Sur
Automotor;Otros;AXION;34615;Axion - Gral San Martin;89255;AV. PTE. PERON Y BALBIN;;VILLA LYNCH;-34,57639;-58,54866;SAN MARTIN / 3 DE FEBRERO;GBA Oeste
Automotor;Otros;AXION;34615;CORS EL GAUCHO;123836;AV DR JUAN BAUTISTA JUSTO;6065;MAR DEL PLATA;-37,99995;-57,59637;INTERIOR;INTERIOR
Automotor;Otros;AXION;34615;OLIVOS;55334;AV DEL LIBERTADOR;2376;OLIVOS;-34,50917;-58,47906;VICENTE LOPEZ;GBA Norte
Automotor;Otros;AXION;34615;BERISSO;56711;AV MITRE Y GUEMES;;BERISSO;-34,67105;-58,53729;INTERIOR;INTERIOR
Automotor;Otros;AXION;34615;DISTRIBUIDORA SUR SA;56385;AV R DE LA TRADICION;1410;LUIS GUILLON;-34,8;-58,4532;LOMAS / ALMTE. BROW / ESTEBAN ECHEVERRIA / EZEIZA;GBA Sur
Automotor;Otros;AXION;34615;SERVI BROWN SA;56704;PRIMERA JUNTA;257;QUILMES;-34,73216;-58,24861;QUILMES / FCIO VARELA / BERAZATEGUI;GBA Sur
Automotor;Otros;AXION;34615;MANSUE S.A.;56355;ALVEAR;2080;VILLA BALLESTER;-34,54506;-58,54858;SAN MARTIN / 3 DE FEBRERO;GBA Oeste
Automotor;Otros;AXION;34615;CORS MORENO;123837;DR M MORENO;3151;MAR DEL PLATA;-37,99888;-57,55439;INTERIOR;INTERIOR
Automotor;Otros;AXION;34615;LA CARMELA;55332;RN 9;;CAMPANA COUNTRIES;-34,1663;-58,959;INTERIOR;INTERIOR
Automotor;Otros;AXION;34615;LUJAN;56417;C.PELLEGRINI ESQ. LAS ORQUIDEAS;;LUJAN;-34,52183;-58,56324;INTERIOR;INTERIOR
Automotor;Otros;AXION;34615;QUILMES;56706;AV. LA PLATA Y 12 DE OCTUBRE;;QUILMES;-34,7044;-58,77759;QUILMES / FCIO VARELA / BERAZATEGUI;GBA Sur
Automotor;Otros;AXION;34615;CORS JARA;123838;AV C COLON;5002;MAR DEL PLATA;-37,99117;-57,57463;INTERIOR;INTERIOR
Automotor;Otros;AXION;34615;San Antonio de Padua;122108;RUTA 200 Y MENDOZA;;SAN ANTONIO DE PADUA;-34,66561;-58,738;MORON / ITUZAINGO / HURLINGHAM / MERLO;GBA Oeste
Automotor;Otros;AXION;34615;VERSALLES MULTISERVICE SRL;56398;IRIGOYEN;1260;VERSALLES;-34,62879;-58,51603;CABA OESTE;CABA
Automotor;Otros;AXION;34615;JULIO HUMBERTO GRONDONA SOCIEDAD;56700;AU DARDO ROCHA;1683;BERNAL ESTE;-34,703;-58,277;QUILMES / FCIO VARELA / BERAZATEGUI;GBA Sur
Automotor;Otros;AXION;34615;ALVAREZ OSCAR NORBERTO Y RADAMES;56399;MENDOZA;205;MORON;-34,64623;-58,6225;MORON / ITUZAINGO / HURLINGHAM / MERLO;GBA Oeste
Automotor;Otros;AXION;34615;CENTROMAR SA;123832;AV S GESELL;719;VILLA GESELL;-37,24621;-56,9733;INTERIOR;INTERIOR
Automotor;Otros;AXION;34615;MASCHWITZ;55333;VILLANUEVA;;INGENIERO MASCHWITZ;-34,3833;-58,75;PILAR / ESCOBAR / ZARATE / CAMPANA;GBA Norte
Automotor;Otros;AXION;34615;LAVALLOL;56425;CNO. DE CINTURA Y M. SASTRE;;LOMAS DE ZAMORA;-34,53478;-58,5095;LOMAS / ALMTE. BROW / ESTEBAN ECHEVERRIA / EZEIZA;GBA Sur
Automotor;Otros;AXION;34615;RODEIRO CALVO ANTONIO - BEIRO;56375;AV SAN MARTIN;5705;VILLA DEL PARQUE;-34,5966;-58,49733;CABA OESTE;CABA
Automotor;Otros;AXION;34615;SAN FRANCISCO SOLANO;56424;CALLE 899;2690;SAN FRANCISCO SOLANO;-34,78311;-58,31719;QUILMES / FCIO VARELA / BERAZATEGUI;GBA Sur
Automotor;Otros;AXION;34615;CABILDO;55315;AV CABILDO;695;BELGRANO;-34,57048;-58,44365;CABA NORTE;CABA
Automotor;Otros;AXION;34615;ESTADIAS Y SERVICIOS SA;56360;AV ALMAFUERTE;187;PARQUE PATRICIOS;-34,64054;-58,41238;CABA SUR;CABA
Automotor;Otros;AXION;34615;NTI 2014 - COREY;56696;AV H YRIGOYEN;18501;LONGCHAMPS;-34,86235;-58,38938;LOMAS / ALMTE. BROW / ESTEBAN ECHEVERRIA / EZEIZA;GBA Sur
Automotor;Otros;AXION;34615;NTI 2015 - DUAL CENTER GROUP SA;56400;PARANA;4106;MUNRO;-34,51092;-58,52637;VICENTE LOPEZ;GBA Norte
Automotor;Otros;AXION;34615;RIVADAVIA;55338;AV RIVADAVIA;975;CAMPANA COUNTRIES;-34,17506;-58,96039;INTERIOR;INTERIOR
Automotor;Otros;AXION;34615;MERLO;56709;RICARDO BALBIN;7520;MERLO;-34,70441;-58,77972;MORON / ITUZAINGO / HURLINGHAM / MERLO;GBA Oeste
Automotor;Otros;AXION;34615;SAN MIGUEL;55339;AV G CAMPOS;3188;SAN MIGUEL;-34,55157;-58,72157;SAN MIGUEL - JOSE C PAZ - MALVINAS;GBA Oeste
Automotor;Otros;AXION;34615;RODEIRO CALVO ANTONIO - SEGUROLA;56404;DR S SEGUROLA;809;CABALLITO;-34,62747;-58,49026;CABA OESTE;CABA
Automotor;Otros;AXION;34615;CORS NECOCHEA;123839;AVENIDA 59;1755;NECOCHEA;-38,56086;-58,73083;INTERIOR;INTERIOR
Automotor;Otros;AXION;34615;SERVICIOS LUARCA SA;122030;AV.J D PERON ESQ DE LA TROPILLA;;ITUZAINGO;-34,62832;-58,69057;MORON / ITUZAINGO / HURLINGHAM / MERLO;GBA Oeste
Automotor;Otros;AXION;34615;ALVEAR;55313;AV DEL LIBERTADOR;2589;PALERMO;-34,57873;-58,40667;CABA NORTE;CABA
Automotor;Otros;AXION;34615;VICCEL SRL;122029;CAMINO GRAL. BELGRANO Y AV. ARANA;;VILLA ELISA;-34,86928;-58,0971;INTERIOR;INTERIOR
Automotor;Otros;AXION;34615;Servitruck;126454;RUTA NAC.193 Y RUTA NAC. 12;Km 84;ZARATE;-34,12209;-59,02375;INTERIOR;INTERIOR
Automotor;Otros;AXION;34615;LAS HERAS;55319;AV GRAL LAS HERAS;2499;RECOLETA;-34,58578;-58,39897;CABA SUR;CABA
Automotor;Otros;AXION;34615;GASOIL SRL;56394;AV PTE H YRIGOYEN;5450;LANUS;-34,71776;-58,3936;LANUS / AVELLANEDA;GBA Sur
Automotor;Otros;AXION;34615;QUILMES;56418;CALCHAQUI KM. 22,3;;QUILMES;-34,44512;-58,59753;QUILMES / FCIO VARELA / BERAZATEGUI;GBA Sur
Automotor;Otros;AXION;34615;DIALOGOS;55331;AV GRAL MITRE;852;CAMPANA COUNTRIES;-34,16322;-58,96047;INTERIOR;INTERIOR
Automotor;Otros;AXION;34615;ALLI VAMOS José C Paz;56396;AV PTE H YRIGOYEN;696;JOSE CLEMENTE PAZ;-34,51339;-58,73912;SAN MIGUEL - JOSE C PAZ - MALVINAS;GBA Oeste
Automotor;Otros;AXION;34615;RAMOS MEJIA;56410;AV. GAONA;502;RAMOS MEJIA;-34,47947;-58,52314;MATANZA;GBA Oeste
Automotor;Otros;AXION;34615;FLORENCIO VARELA;55309;AV GRAL SAN MARTIN;3188;FLORENCIO VARELA;-34,80889;-58,27804;QUILMES / FCIO VARELA / BERAZATEGUI;GBA Sur
Automotor;Otros;AXION;34615;PARQUE SARMIENTO;55323;AV TRIUNVIRATO;5878;VILLA URQUIZA;-34,5651;-58,4956;CABA NORTE;CABA
Automotor;Otros;AXION;34615;VILLA BOSCH;56442;SANTOS VEGA Y PALMA;;VILLA BOSCH;-34,7102;-58,2708;SAN MARTIN / 3 DE FEBRERO;GBA Oeste
Automotor;Otros;AXION;34615;PLAZA ITALIA DIEGO HERNAN RODRIGUEZ;56386;DIAGONAL 77;673;LA PLATA;-34,91087;-57,95691;INTERIOR;INTERIOR
Automotor;Otros;AXION;34615;MERLO;56710;Irigoyen y San Juan;;MERLO;-34,67105;-58,53729;MORON / ITUZAINGO / HURLINGHAM / MERLO;GBA Oeste
Automotor;Otros;AXION;34615;UNICOMB SRL;56392;CNEL R L FALCON;6398;LINIERS;-34,64055;-58,51683;CABA OESTE;CABA
Automotor;Otros;AXION;34615;GNC CICALV SRL;56674;BLAS PARERA;1276;CASTELAR;-34,67329;-58,66628;MORON / ITUZAINGO / HURLINGHAM / MERLO;GBA Oeste
Automotor;Otros;AXION;34615;VIRREY DEL PINO;56426;Colectora de la Ruta 3 km 36,4;;VIRREY DEL PINO;-34,53478;-58,5095;MATANZA;GBA Oeste
Automotor;Otros;AXION;34615;COSTACOM SA;123844;RUTA NAC. 11 KM. 327,6;;MAR DEL TUYU;-36,56064;-56,71618;INTERIOR;INTERIOR
Automotor;Otros;AXION;34615;EMFACO SA Moreno;122024;AV DEL LIBERTADOR;1291;MORENO;-34,6363;-58,78608;MORENO / GRAL RODRIGUEZ / LUJAN;GBA Oeste
Automotor;Otros;AXION;34615;3 DE FEBRERO;55324;AV PTE J D PERON;3808;SAN ANDRES;-34,57297;-58,54407;SAN MARTIN / 3 DE FEBRERO;GBA Oeste
Automotor;Otros;AXION;34615;Axion - Pilar;89257;9 DE JULIO;202;PILAR;-34,45043;-58,90847;PILAR / ESCOBAR / ZARATE / CAMPANA;GBA Norte
Automotor;Otros;AXION;34615;JORGE TRAVANI Y CIA;56381;AV B DE IRIGOYEN;1190;GENERAL RODRIGUEZ;-34,60977;-58,9473;MORENO / GRAL RODRIGUEZ / LUJAN;GBA Oeste
